prompt,project,language,k,source,labelled_useful,returned,useful,useless,unjudged,vector_only_useful
7-needle-gate:32,P0076,de,12,unionCurrentMiniLM,3,18,3,9,6,0
7-needle-gate:32,P0076,de,12,unionRebuiltMiniLM,3,17,3,9,5,0
7-needle-gate:32,P0076,de,12,unionE5,3,18,3,9,6,0
7-needle-gate:32,P0076,de,12,rrfE5,3,12,2,7,3,0
7-needle-gate:33,P0063,de,5,fts,3,5,0,5,0,0
7-needle-gate:33,P0063,de,5,currentMiniLM,3,5,1,1,3,1
7-needle-gate:33,P0063,de,5,rebuiltMiniLM,3,5,0,0,5,0
7-needle-gate:33,P0063,de,5,e5CurrentKinds,3,5,0,1,4,0
7-needle-gate:33,P0063,de,5,e5,3,5,0,1,4,0
7-needle-gate:33,P0063,de,5,unionCurrentMiniLM,3,10,1,6,3,1
7-needle-gate:33,P0063,de,5,unionRebuiltMiniLM,3,10,0,5,5,0
7-needle-gate:33,P0063,de,5,unionE5,3,10,0,6,4,0
7-needle-gate:33,P0063,de,5,rrfE5,3,5,0,4,1,0
7-needle-gate:33,P0063,de,12,fts,3,12,3,9,0,0
7-needle-gate:33,P0063,de,12,currentMiniLM,3,12,1,3,8,0
7-needle-gate:33,P0063,de,12,rebuiltMiniLM,3,12,0,1,11,0
7-needle-gate:33,P0063,de,12,e5CurrentKinds,3,12,0,4,8,0
7-needle-gate:33,P0063,de,12,e5,3,12,0,1,11,0
7-needle-gate:33,P0063,de,12,unionCurrentMiniLM,3,20,3,9,8,0
7-needle-gate:33,P0063,de,12,unionRebuiltMiniLM,3,23,3,9,11,0
7-needle-gate:33,P0063,de,12,unionE5,3,23,3,9,11,0
7-needle-gate:33,P0063,de,12,rrfE5,3,12,0,7,5,0
7-needle-gate:34,P0062,de,5,fts,3,5,3,2,0,0
7-needle-gate:34,P0062,de,5,currentMiniLM,3,5,0,0,5,0
7-needle-gate:34,P0062,de,5,rebuiltMiniLM,3,5,0,0,5,0
7-needle-gate:34,P0062,de,5,e5CurrentKinds,3,5,0,0,5,0
7-needle-gate:34,P0062,de,5,e5,3,5,0,0,5,0
7-needle-gate:34,P0062,de,5,unionCurrentMiniLM,3,10,3,2,5,0
7-needle-gate:34,P0062,de,5,unionRebuiltMiniLM,3,10,3,2,5,0
7-needle-gate:34,P0062,de,5,unionE5,3,10,3,2,5,0
7-needle-gate:34,P0062,de,5,rrfE5,3,5,1,2,2,0
7-needle-gate:34,P0062,de,12,fts,3,12,3,9,0,0
7-needle-gate:34,P0062,de,12,currentMiniLM,3,12,0,0,12,0
7-needle-gate:34,P0062,de,12,rebuiltMiniLM,3,12,1,0,11,0
7-needle-gate:34,P0062,de,12,e5CurrentKinds,3,12,0,0,12,0
7-needle-gate:34,P0062,de,12,e5,3,12,0,0,12,0
7-needle-gate:34,P0062,de,12,unionCurrentMiniLM,3,24,3,9,12,0
7-needle-gate:34,P0062,de,12,unionRebuiltMiniLM,3,23,3,9,11,0
7-needle-gate:34,P0062,de,12,unionE5,3,24,3,9,12,0
7-needle-gate:34,P0062,de,12,rrfE5,3,12,3,3,6,0
7-needle-gate:35,P0054,de,5,fts,0,5,0,5,0,0
7-needle-gate:35,P0054,de,5,currentMiniLM,0,5,0,0,5,0
7-needle-gate:35,P0054,de,5,rebuiltMiniLM,0,5,0,0,5,0
7-needle-gate:35,P0054,de,5,e5CurrentKinds,0,5,0,0,5,0
7-needle-gate:35,P0054,de,5,e5,0,5,0,0,5,0
7-needle-gate:35,P0054,de,5,unionCurrentMiniLM,0,10,0,5,5,0
7-needle-gate:35,P0054,de,5,unionRebuiltMiniLM,0,10,0,5,5,0
7-needle-gate:35,P0054,de,5,unionE5,0,10,0,5,5,0
7-needle-gate:35,P0054,de,5,rrfE5,0,5,0,3,2,0
7-needle-gate:35,P0054,de,12,fts,0,12,0,12,0,0
7-needle-gate:35,P0054,de,12,currentMiniLM,0,12,0,2,10,0
7-needle-gate:35,P0054,de,12,rebuiltMiniLM,0,12,0,0,12,0
7-needle-gate:35,P0054,de,12,e5CurrentKinds,0,12,0,0,12,0
7-needle-gate:35,P0054,de,12,e5,0,12,0,0,12,0
7-needle-gate:35,P0054,de,12,unionCurrentMiniLM,0,22,0,12,10,0
7-needle-gate:35,P0054,de,12,unionRebuiltMiniLM,0,24,0,12,12,0
7-needle-gate:35,P0054,de,12,unionE5,0,24,0,12,12,0
7-needle-gate:35,P0054,de,12,rrfE5,0,12,0,6,6,0
7-needle-gate:36,P0076,de,5,fts,0,0,0,0,0,0
7-needle-gate:36,P0076,de,5,currentMiniLM,0,5,0,0,5,0
7-needle-gate:36,P0076,de,5,rebuiltMiniLM,0,5,0,0,5,0
7-needle-gate:36,P0076,de,5,e5CurrentKinds,0,5,0,0,5,0
7-needle-gate:36,P0076,de,5,e5,0,5,0,0,5,0
7-needle-gate:36,P0076,de,5,unionCurrentMiniLM,0,5,0,0,5,0
7-needle-gate:36,P0076,de,5,unionRebuiltMiniLM,0,5,0,0,5,0
7-needle-gate:36,P0076,de,5,unionE5,0,5,0,0,5,0
7-needle-gate:36,P0076,de,5,rrfE5,0,5,0,0,5,0
7-needle-gate:36,P0076,de,12,fts,0,0,0,0,0,0
7-needle-gate:36,P0076,de,12,currentMiniLM,0,12,0,0,12,0
7-needle-gate:36,P0076,de,12,rebuiltMiniLM,0,12,0,0,12,0
7-needle-gate:36,P0076,de,12,e5CurrentKinds,0,12,0,0,12,0
7-needle-gate:36,P0076,de,12,e5,0,12,0,0,12,0
7-needle-gate:36,P0076,de,12,unionCurrentMiniLM,0,12,0,0,12,0
7-needle-gate:36,P0076,de,12,unionRebuiltMiniLM,0,12,0,0,12,0
7-needle-gate:36,P0076,de,12,unionE5,0,12,0,0,12,0
7-needle-gate:36,P0076,de,12,rrfE5,0,12,0,0,12,0
7-needle-gate:37,P0063,de,5,fts,4,5,2,3,0,0
7-needle-gate:37,P0063,de,5,currentMiniLM,4,5,0,1,4,0
7-needle-gate:37,P0063,de,5,rebuiltMiniLM,4,5,0,1,4,0
7-needle-gate:37,P0063,de,5,e5CurrentKinds,4,5,0,0,5,0
7-needle-gate:37,P0063,de,5,e5,4,5,0,0,5,0
7-needle-gate:37,P0063,de,5,unionCurrentMiniLM,4,10,2,4,4,0
7-needle-gate:37,P0063,de,5,unionRebuiltMiniLM,4,10,2,4,4,0
7-needle-gate:37,P0063,de,5,unionE5,4,10,2,3,5,0
7-needle-gate:37,P0063,de,5,rrfE5,4,5,0,3,2,0
7-needle-gate:37,P0063,de,12,fts,4,12,3,9,0,0
7-needle-gate:37,P0063,de,12,currentMiniLM,4,12,0,2,10,0
7-needle-gate:37,P0063,de,12,rebuiltMiniLM,4,12,0,2,10,0
7-needle-gate:37,P0063,de,12,e5CurrentKinds,4,12,1,2,9,0
7-needle-gate:37,P0063,de,12,e5,4,12,1,1,10,0
7-needle-gate:37,P0063,de,12,unionCurrentMiniLM,4,23,3,10,10,0
7-needle-gate:37,P0063,de,12,unionRebuiltMiniLM,4,22,3,9,10,0
7-needle-gate:37,P0063,de,12,unionE5,4,22,3,9,10,0
7-needle-gate:37,P0063,de,12,rrfE5,4,12,2,5,5,0
7-needle-gate:38,P0062,de,5,fts,0,5,0,5,0,0
7-needle-gate:38,P0062,de,5,currentMiniLM,0,5,0,0,5,0
7-needle-gate:38,P0062,de,5,rebuiltMiniLM,0,5,0,2,3,0
7-needle-gate:38,P0062,de,5,e5CurrentKinds,0,5,0,1,4,0
7-needle-gate:38,P0062,de,5,e5,0,5,0,1,4,0
7-needle-gate:38,P0062,de,5,unionCurrentMiniLM,0,10,0,5,5,0
7-needle-gate:38,P0062,de,5,unionRebuiltMiniLM,0,8,0,5,3,0
7-needle-gate:38,P0062,de,5,unionE5,0,10,0,6,4,0
7-needle-gate:38,P0062,de,5,rrfE5,0,5,0,4,1,0
7-needle-gate:38,P0062,de,12,fts,0,12,0,12,0,0
7-needle-gate:38,P0062,de,12,currentMiniLM,0,12,0,0,12,0
7-needle-gate:38,P0062,de,12,rebuiltMiniLM,0,12,0,3,9,0
7-needle-gate:38,P0062,de,12,e5CurrentKinds,0,12,0,1,11,0
7-needle-gate:38,P0062,de,12,e5,0,12,0,2,10,0
7-needle-gate:38,P0062,de,12,unionCurrentMiniLM,0,24,0,12,12,0
7-needle-gate:38,P0062,de,12,unionRebuiltMiniLM,0,21,0,12,9,0
7-needle-gate:38,P0062,de,12,unionE5,0,23,0,13,10,0
7-needle-gate:38,P0062,de,12,rrfE5,0,12,0,7,5,0
7-needle-gate:39,P0054,de,5,fts,2,5,2,3,0,0
7-needle-gate:39,P0054,de,5,currentMiniLM,2,5,0,1,4,0
7-needle-gate:39,P0054,de,5,rebuiltMiniLM,2,5,0,1,4,0
7-needle-gate:39,P0054,de,5,e5CurrentKinds,2,5,1,1,3,0
7-needle-gate:39,P0054,de,5,e5,2,5,1,1,3,0
7-needle-gate:39,P0054,de,5,unionCurrentMiniLM,2,10,2,4,4,0
7-needle-gate:39,P0054,de,5,unionRebuiltMiniLM,2,10,2,4,4,0
7-needle-gate:39,P0054,de,5,unionE5,2,9,2,4,3,0
7-needle-gate:39,P0054,de,5,rrfE5,2,5,2,2,1,0
7-needle-gate:39,P0054,de,12,fts,2,12,2,10,0,0
7-needle-gate:39,P0054,de,12,currentMiniLM,2,12,1,3,8,0
7-needle-gate:39,P0054,de,12,rebuiltMiniLM,2,12,1,3,8,0
7-needle-gate:39,P0054,de,12,e5CurrentKinds,2,12,1,3,8,0
7-needle-gate:39,P0054,de,12,e5,2,12,1,3,8,0
7-needle-gate:39,P0054,de,12,unionCurrentMiniLM,2,20,2,10,8,0
7-needle-gate:39,P0054,de,12,unionRebuiltMiniLM,2,20,2,10,8,0
7-needle-gate:39,P0054,de,12,unionE5,2,20,2,10,8,0
7-needle-gate:39,P0054,de,12,rrfE5,2,12,2,7,3,0
8-noise:0,P0076,de,5,fts,6,5,4,1,0,0
8-noise:0,P0076,de,5,currentMiniLM,6,5,1,1,3,0
8-noise:0,P0076,de,5,rebuiltMiniLM,6,5,0,1,4,0
8-noise:0,P0076,de,5,e5CurrentKinds,6,5,1,2,2,1
8-noise:0,P0076,de,5,e5,6,5,2,1,2,0
8-noise:0,P0076,de,5,unionCurrentMiniLM,6,9,4,2,3,0
8-noise:0,P0076,de,5,unionRebuiltMiniLM,6,10,4,2,4,0
8-noise:0,P0076,de,5,unionE5,6,8,4,2,2,0
8-noise:0,P0076,de,5,rrfE5,6,5,3,2,0,0
8-noise:0,P0076,de,12,fts,6,12,6,6,0,0
8-noise:0,P0076,de,12,currentMiniLM,6,12,3,2,7,0
8-noise:0,P0076,de,12,rebuiltMiniLM,6,12,2,1,9,0
8-noise:0,P0076,de,12,e5CurrentKinds,6,12,3,2,7,0
8-noise:0,P0076,de,12,e5,6,12,4,2,6,0
8-noise:0,P0076,de,12,unionCurrentMiniLM,6,19,6,6,7,0
8-noise:0,P0076,de,12,unionRebuiltMiniLM,6,21,6,6,9,0
8-noise:0,P0076,de,12,unionE5,6,18,6,6,6,0
8-noise:0,P0076,de,12,rrfE5,6,12,6,3,3,0
8-noise:1,unrestricted,de,5,fts,0,5,0,5,0,0
8-noise:1,unrestricted,de,5,currentMiniLM,0,5,0,0,5,0
8-noise:1,unrestricted,de,5,rebuiltMiniLM,0,5,0,0,5,0
8-noise:1,unrestricted,de,5,e5CurrentKinds,0,5,0,0,5,0
8-noise:1,unrestricted,de,5,e5,0,5,0,0,5,0
8-noise:1,unrestricted,de,5,unionCurrentMiniLM,0,10,0,5,5,0
8-noise:1,unrestricted,de,5,unionRebuiltMiniLM,0,10,0,5,5,0
8-noise:1,unrestricted,de,5,unionE5,0,10,0,5,5,0
8-noise:1,unrestricted,de,5,rrfE5,0,5,0,3,2,0
8-noise:1,unrestricted,de,12,fts,0,12,0,12,0,0
8-noise:1,unrestricted,de,12,currentMiniLM,0,12,0,0,12,0
8-noise:1,unrestricted,de,12,rebuiltMiniLM,0,12,0,0,12,0
8-noise:1,unrestricted,de,12,e5CurrentKinds,0,12,0,0,12,0
8-noise:1,unrestricted,de,12,e5,0,12,0,0,12,0
8-noise:1,unrestricted,de,12,unionCurrentMiniLM,0,24,0,12,12,0
8-noise:1,unrestricted,de,12,unionRebuiltMiniLM,0,24,0,12,12,0
8-noise:1,unrestricted,de,12,unionE5,0,24,0,12,12,0
8-noise:1,unrestricted,de,12,rrfE5,0,12,0,6,6,0
8-noise:2,P0073,de,5,fts,0,5,0,5,0,0
8-noise:2,P0073,de,5,currentMiniLM,0,5,0,0,5,0
8-noise:2,P0073,de,5,rebuiltMiniLM,0,5,0,0,5,0
8-noise:2,P0073,de,5,e5CurrentKinds,0,5,0,0,5,0
8-noise:2,P0073,de,5,e5,0,5,0,0,5,0
8-noise:2,P0073,de,5,unionCurrentMiniLM,0,10,0,5,5,0
8-noise:2,P0073,de,5,unionRebuiltMiniLM,0,10,0,5,5,0
8-noise:2,P0073,de,5,unionE5,0,10,0,5,5,0
8-noise:2,P0073,de,5,rrfE5,0,5,0,3,2,0
8-noise:2,P0073,de,12,fts,0,12,0,12,0,0
8-noise:2,P0073,de,12,currentMiniLM,0,12,0,0,12,0
8-noise:2,P0073,de,12,rebuiltMiniLM,0,12,0,1,11,0
8-noise:2,P0073,de,12,e5CurrentKinds,0,12,0,1,11,0
8-noise:2,P0073,de,12,e5,0,12,0,1,11,0
8-noise:2,P0073,de,12,unionCurrentMiniLM,0,24,0,12,12,0
8-noise:2,P0073,de,12,unionRebuiltMiniLM,0,23,0,12,11,0
8-noise:2,P0073,de,12,unionE5,0,23,0,12,11,0
8-noise:2,P0073,de,12,rrfE5,0,12,0,6,6,0
8-noise:3,P0063,de,5,fts,0,5,0,5,0,0
8-noise:3,P0063,de,5,currentMiniLM,0,5,0,0,5,0
8-noise:3,P0063,de,5,rebuiltMiniLM,0,5,0,0,5,0
8-noise:3,P0063,de,5,e5CurrentKinds,0,5,0,1,4,0
8-noise:3,P0063,de,5,e5,0,5,0,0,5,0
8-noise:3,P0063,de,5,unionCurrentMiniLM,0,10,0,5,5,0
8-noise:3,P0063,de,5,unionRebuiltMiniLM,0,10,0,5,5,0
8-noise:3,P0063,de,5,unionE5,0,10,0,5,5,0
8-noise:3,P0063,de,5,rrfE5,0,5,0,3,2,0
8-noise:3,P0063,de,12,fts,0,12,0,12,0,0
8-noise:3,P0063,de,12,currentMiniLM,0,12,0,1,11,0
8-noise:3,P0063,de,12,rebuiltMiniLM,0,12,0,0,12,0
8-noise:3,P0063,de,12,e5CurrentKinds,0,12,0,1,11,0
8-noise:3,P0063,de,12,e5,0,12,0,1,11,0
8-noise:3,P0063,de,12,unionCurrentMiniLM,0,23,0,12,11,0
8-noise:3,P0063,de,12,unionRebuiltMiniLM,0,24,0,12,12,0
8-noise:3,P0063,de,12,unionE5,0,23,0,12,11,0
8-noise:3,P0063,de,12,rrfE5,0,12,0,6,6,0
8-noise:4,P0054,en,5,fts,0,5,0,5,0,0
8-noise:4,P0054,en,5,currentMiniLM,0,5,0,0,5,0
8-noise:4,P0054,en,5,rebuiltMiniLM,0,5,0,2,3,0
8-noise:4,P0054,en,5,e5CurrentKinds,0,5,0,1,4,0
8-noise:4,P0054,en,5,e5,0,5,0,2,3,0
8-noise:4,P0054,en,5,unionCurrentMiniLM,0,10,0,5,5,0
8-noise:4,P0054,en,5,unionRebuiltMiniLM,0,8,0,5,3,0
8-noise:4,P0054,en,5,unionE5,0,8,0,5,3,0
8-noise:4,P0054,en,5,rrfE5,0,5,0,3,2,0
8-noise:4,P0054,en,12,fts,0,12,0,12,0,0
8-noise:4,P0054,en,12,currentMiniLM,0,12,0,2,10,0
8-noise:4,P0054,en,12,rebuiltMiniLM,0,12,0,3,9,0
8-noise:4,P0054,en,12,e5CurrentKinds,0,12,0,1,11,0
8-noise:4,P0054,en,12,e5,0,12,0,2,10,0
8-noise:4,P0054,en,12,unionCurrentMiniLM,0,22,0,12,10,0
8-noise:4,P0054,en,12,unionRebuiltMiniLM,0,21,0,12,9,0
8-noise:4,P0054,en,12,unionE5,0,22,0,12,10,0
8-noise:4,P0054,en,12,rrfE5,0,12,0,7,5,0
8-noise:5,P0073,en,5,fts,0,5,0,5,0,0
8-noise:5,P0073,en,5,currentMiniLM,0,5,0,1,4,0
8-noise:5,P0073,en,5,rebuiltMiniLM,0,5,0,0,5,0
8-noise:5,P0073,en,5,e5CurrentKinds,0,5,0,0,5,0
8-noise:5,P0073,en,5,e5,0,5,0,0,5,0
8-noise:5,P0073,en,5,unionCurrentMiniLM,0,9,0,5,4,0
8-noise:5,P0073,en,5,unionRebuiltMiniLM,0,10,0,5,5,0
8-noise:5,P0073,en,5,unionE5,0,10,0,5,5,0
8-noise:5,P0073,en,5,rrfE5,0,5,0,3,2,0
8-noise:5,P0073,en,12,fts,0,12,0,12,0,0
8-noise:5,P0073,en,12,currentMiniLM,0,12,0,2,10,0
8-noise:5,P0073,en,12,rebuiltMiniLM,0,12,0,1,11,0
8-noise:5,P0073,en,12,e5CurrentKinds,0,12,0,1,11,0
8-noise:5,P0073,en,12,e5,0,12,0,0,12,0
8-noise:5,P0073,en,12,unionCurrentMiniLM,0,22,0,12,10,0
8-noise:5,P0073,en,12,unionRebuiltMiniLM,0,23,0,12,11,0
8-noise:5,P0073,en,12,unionE5,0,24,0,12,12,0
8-noise:5,P0073,en,12,rrfE5,0,12,0,6,6,0
8-noise:6,P0063,en,5,fts,0,5,0,5,0,0
8-noise:6,P0063,en,5,currentMiniLM,0,5,0,0,5,0
8-noise:6,P0063,en,5,rebuiltMiniLM,0,5,0,0,5,0
8-noise:6,P0063,en,5,e5CurrentKinds,0,5,0,0,5,0
8-noise:6,P0063,en,5,e5,0,5,0,1,4,0
8-noise:6,P0063,en,5,unionCurrentMiniLM,0,10,0,5,5,0
8-noise:6,P0063,en,5,unionRebuiltMiniLM,0,10,0,5,5,0
8-noise:6,P0063,en,5,unionE5,0,10,0,6,4,0
8-noise:6,P0063,en,5,rrfE5,0,5,0,4,1,0
8-noise:6,P0063,en,12,fts,0,12,0,12,0,0
8-noise:6,P0063,en,12,currentMiniLM,0,12,0,0,12,0
8-noise:6,P0063,en,12,rebuiltMiniLM,0,12,0,1,11,0
8-noise:6,P0063,en,12,e5CurrentKinds,0,12,0,0,12,0
8-noise:6,P0063,en,12,e5,0,12,0,1,11,0
8-noise:6,P0063,en,12,unionCurrentMiniLM,0,24,0,12,12,0
8-noise:6,P0063,en,12,unionRebuiltMiniLM,0,23,0,12,11,0
8-noise:6,P0063,en,12,unionE5,0,23,0,12,11,0
8-noise:6,P0063,en,12,rrfE5,0,12,0,7,5,0
8-noise:7,unrestricted,en,5,fts,0,5,0,5,0,0
8-noise:7,unrestricted,en,5,currentMiniLM,0,5,0,0,5,0
8-noise:7,unrestricted,en,5,rebuiltMiniLM,0,5,0,1,4,0
8-noise:7,unrestricted,en,5,e5CurrentKinds,0,5,0,0,5,0
8-noise:7,unrestricted,en,5,e5,0,5,0,1,4,0
8-noise:7,unrestricted,en,5,unionCurrentMiniLM,0,10,0,5,5,0
8-noise:7,unrestricted,en,5,unionRebuiltMiniLM,0,9,0,5,4,0
8-noise:7,unrestricted,en,5,unionE5,0,9,0,5,4,0
8-noise:7,unrestricted,en,5,rrfE5,0,5,0,3,2,0
8-noise:7,unrestricted,en,12,fts,0,12,0,12,0,0
8-noise:7,unrestricted,en,12,currentMiniLM,0,12,0,0,12,0
8-noise:7,unrestricted,en,12,rebuiltMiniLM,0,12,0,1,11,0
8-noise:7,unrestricted,en,12,e5CurrentKinds,0,12,0,0,12,0
8-noise:7,unrestricted,en,12,e5,0,12,0,1,11,0
8-noise:7,unrestricted,en,12,unionCurrentMiniLM,0,24,0,12,12,0
8-noise:7,unrestricted,en,12,unionRebuiltMiniLM,0,23,0,12,11,0
8-noise:7,unrestricted,en,12,unionE5,0,23,0,12,11,0
8-noise:7,unrestricted,en,12,rrfE5,0,12,0,7,5,0
8-noise:8,P0076,de,5,fts,1,5,1,4,0,0
8-noise:8,P0076,de,5,currentMiniLM,1,5,1,0,4,0
8-noise:8,P0076,de,5,rebuiltMiniLM,1,5,0,0,5,0
8-noise:8,P0076,de,5,e5CurrentKinds,1,5,1,2,2,0
8-noise:8,P0076,de,5,e5,1,5,1,1,3,0
8-noise:8,P0076,de,5,unionCurrentMiniLM,1,9,1,4,4,0
8-noise:8,P0076,de,5,unionRebuiltMiniLM,1,10,1,4,5,0
8-noise:8,P0076,de,5,unionE5,1,8,1,4,3,0
8-noise:8,P0076,de,5,rrfE5,1,5,1,3,1,0
8-noise:8,P0076,de,12,fts,1,12,1,11,0,0
8-noise:8,P0076,de,12,currentMiniLM,1,12,1,3,8,0
8-noise:8,P0076,de,12,rebuiltMiniLM,1,12,1,1,10,0
8-noise:8,P0076,de,12,e5CurrentKinds,1,12,1,4,7,0
8-noise:8,P0076,de,12,e5,1,12,1,3,8,0
8-noise:8,P0076,de,12,unionCurrentMiniLM,1,20,1,11,8,0
8-noise:8,P0076,de,12,unionRebuiltMiniLM,1,22,1,11,10,0
8-noise:8,P0076,de,12,unionE5,1,20,1,11,8,0
8-noise:8,P0076,de,12,rrfE5,1,12,1,7,4,0
8-noise:9,unrestricted,de,5,fts,0,5,0,5,0,0
8-noise:9,unrestricted,de,5,currentMiniLM,0,5,0,2,3,0
8-noise:9,unrestricted,de,5,rebuiltMiniLM,0,5,0,0,5,0
8-noise:9,unrestricted,de,5,e5CurrentKinds,0,5,0,1,4,0
8-noise:9,unrestricted,de,5,e5,0,5,0,1,4,0
8-noise:9,unrestricted,de,5,unionCurrentMiniLM,0,9,0,6,3,0
8-noise:9,unrestricted,de,5,unionRebuiltMiniLM,0,10,0,5,5,0
8-noise:9,unrestricted,de,5,unionE5,0,9,0,5,4,0
8-noise:9,unrestricted,de,5,rrfE5,0,5,0,3,2,0
8-noise:9,unrestricted,de,12,fts,0,12,0,12,0,0
8-noise:9,unrestricted,de,12,currentMiniLM,0,12,0,2,10,0
8-noise:9,unrestricted,de,12,rebuiltMiniLM,0,12,0,1,11,0
8-noise:9,unrestricted,de,12,e5CurrentKinds,0,12,0,3,9,0
8-noise:9,unrestricted,de,12,e5,0,12,0,2,10,0
8-noise:9,unrestricted,de,12,unionCurrentMiniLM,0,22,0,12,10,0
8-noise:9,unrestricted,de,12,unionRebuiltMiniLM,0,23,0,12,11,0
8-noise:9,unrestricted,de,12,unionE5,0,22,0,12,10,0
8-noise:9,unrestricted,de,12,rrfE5,0,12,0,7,5,0
8-noise:10,P0073,de,5,fts,0,5,0,5,0,0
8-noise:10,P0073,de,5,currentMiniLM,0,5,0,0,5,0
8-noise:10,P0073,de,5,rebuiltMiniLM,0,5,0,1,4,0
8-noise:10,P0073,de,5,e5CurrentKinds,0,5,0,0,5,0
8-noise:10,P0073,de,5,e5,0,5,0,2,3,0
8-noise:10,P0073,de,5,unionCurrentMiniLM,0,10,0,5,5,0
8-noise:10,P0073,de,5,unionRebuiltMiniLM,0,10,0,6,4,0
8-noise:10,P0073,de,5,unionE5,0,9,0,6,3,0
8-noise:10,P0073,de,5,rrfE5,0,5,0,4,1,0
8-noise:10,P0073,de,12,fts,0,12,0,11,1,0
8-noise:10,P0073,de,12,currentMiniLM,0,12,0,0,12,0
8-noise:10,P0073,de,12,rebuiltMiniLM,0,12,0,3,9,0
8-noise:10,P0073,de,12,e5CurrentKinds,0,12,0,0,12,0
8-noise:10,P0073,de,12,e5,0,12,0,2,10,0
8-noise:10,P0073,de,12,unionCurrentMiniLM,0,23,0,11,12,0
8-noise:10,P0073,de,12,unionRebuiltMiniLM,0,21,0,11,10,0
8-noise:10,P0073,de,12,unionE5,0,21,0,11,10,0
8-noise:10,P0073,de,12,rrfE5,0,12,0,8,4,0
8-noise:11,P0063,de,5,fts,0,5,0,5,0,0
8-noise:11,P0063,de,5,currentMiniLM,0,5,0,0,5,0
8-noise:11,P0063,de,5,rebuiltMiniLM,0,5,0,0,5,0
8-noise:11,P0063,de,5,e5CurrentKinds,0,5,0,0,5,0
8-noise:11,P0063,de,5,e5,0,5,0,0,5,0
8-noise:11,P0063,de,5,unionCurrentMiniLM,0,10,0,5,5,0
8-noise:11,P0063,de,5,unionRebuiltMiniLM,0,10,0,5,5,0
8-noise:11,P0063,de,5,unionE5,0,10,0,5,5,0
8-noise:11,P0063,de,5,rrfE5,0,5,0,3,2,0
8-noise:11,P0063,de,12,fts,0,12,0,11,1,0
8-noise:11,P0063,de,12,currentMiniLM,0,12,0,0,12,0
8-noise:11,P0063,de,12,rebuiltMiniLM,0,12,0,0,12,0
8-noise:11,P0063,de,12,e5CurrentKinds,0,12,0,0,12,0
8-noise:11,P0063,de,12,e5,0,12,0,0,12,0
8-noise:11,P0063,de,12,unionCurrentMiniLM,0,24,0,11,13,0
8-noise:11,P0063,de,12,unionRebuiltMiniLM,0,23,0,11,12,0
8-noise:11,P0063,de,12,unionE5,0,24,0,11,13,0
8-noise:11,P0063,de,12,rrfE5,0,12,0,6,6,0
8-noise:12,P0054,en,5,fts,0,5,0,5,0,0
8-noise:12,P0054,en,5,currentMiniLM,0,5,0,1,4,0
8-noise:12,P0054,en,5,rebuiltMiniLM,0,5,0,2,3,0
8-noise:12,P0054,en,5,e5CurrentKinds,0,5,0,0,5,0
8-noise:12,P0054,en,5,e5,0,5,0,0,5,0
8-noise:12,P0054,en,5,unionCurrentMiniLM,0,9,0,5,4,0
8-noise:12,P0054,en,5,unionRebuiltMiniLM,0,8,0,5,3,0
8-noise:12,P0054,en,5,unionE5,0,10,0,5,5,0
8-noise:12,P0054,en,5,rrfE5,0,5,0,3,2,0
8-noise:12,P0054,en,12,fts,0,12,0,12,0,0
8-noise:12,P0054,en,12,currentMiniLM,0,12,0,2,10,0
8-noise:12,P0054,en,12,rebuiltMiniLM,0,12,0,2,10,0
8-noise:12,P0054,en,12,e5CurrentKinds,0,12,0,0,12,0
8-noise:12,P0054,en,12,e5,0,12,0,0,12,0
8-noise:12,P0054,en,12,unionCurrentMiniLM,0,22,0,12,10,0
8-noise:12,P0054,en,12,unionRebuiltMiniLM,0,22,0,12,10,0
8-noise:12,P0054,en,12,unionE5,0,24,0,12,12,0
8-noise:12,P0054,en,12,rrfE5,0,12,0,6,6,0
8-noise:13,P0063,en,5,fts,0,5,0,5,0,0
8-noise:13,P0063,en,5,currentMiniLM,0,5,0,1,4,0
8-noise:13,P0063,en,5,rebuiltMiniLM,0,5,0,0,5,0
8-noise:13,P0063,en,5,e5CurrentKinds,0,5,0,3,2,0
8-noise:13,P0063,en,5,e5,0,5,0,2,3,0
8-noise:13,P0063,en,5,unionCurrentMiniLM,0,9,0,5,4,0
8-noise:13,P0063,en,5,unionRebuiltMiniLM,0,10,0,5,5,0
8-noise:13,P0063,en,5,unionE5,0,9,0,6,3,0
8-noise:13,P0063,en,5,rrfE5,0,5,0,3,2,0
8-noise:13,P0063,en,12,fts,0,12,0,12,0,0
8-noise:13,P0063,en,12,currentMiniLM,0,12,0,2,10,0
8-noise:13,P0063,en,12,rebuiltMiniLM,0,12,0,1,11,0
8-noise:13,P0063,en,12,e5CurrentKinds,0,12,0,3,9,0
8-noise:13,P0063,en,12,e5,0,12,0,3,9,0
8-noise:13,P0063,en,12,unionCurrentMiniLM,0,22,0,12,10,0
8-noise:13,P0063,en,12,unionRebuiltMiniLM,0,23,0,12,11,0
8-noise:13,P0063,en,12,unionE5,0,21,0,12,9,0
8-noise:13,P0063,en,12,rrfE5,0,12,0,8,4,0
8-noise:14,P0076,de,5,fts,0,4,0,4,0,0
8-noise:14,P0076,de,5,currentMiniLM,0,5,0,0,5,0
8-noise:14,P0076,de,5,rebuiltMiniLM,0,5,0,1,4,0
