prompt,project,language,k,source,labelled_useful,returned,useful,useless,unjudged,vector_only_useful
8-noise:14,P0076,de,5,e5CurrentKinds,0,5,0,0,5,0
8-noise:14,P0076,de,5,e5,0,5,0,0,5,0
8-noise:14,P0076,de,5,unionCurrentMiniLM,0,9,0,4,5,0
8-noise:14,P0076,de,5,unionRebuiltMiniLM,0,8,0,4,4,0
8-noise:14,P0076,de,5,unionE5,0,9,0,4,5,0
8-noise:14,P0076,de,5,rrfE5,0,5,0,3,2,0
8-noise:14,P0076,de,12,fts,0,4,0,4,0,0
8-noise:14,P0076,de,12,currentMiniLM,0,12,0,1,11,0
8-noise:14,P0076,de,12,rebuiltMiniLM,0,12,0,1,11,0
8-noise:14,P0076,de,12,e5CurrentKinds,0,12,0,1,11,0
8-noise:14,P0076,de,12,e5,0,12,0,1,11,0
8-noise:14,P0076,de,12,unionCurrentMiniLM,0,15,0,4,11,0
8-noise:14,P0076,de,12,unionRebuiltMiniLM,0,15,0,4,11,0
8-noise:14,P0076,de,12,unionE5,0,15,0,4,11,0
8-noise:14,P0076,de,12,rrfE5,0,12,0,4,8,0
8-noise:15,unrestricted,de,5,fts,0,5,0,5,0,0
8-noise:15,unrestricted,de,5,currentMiniLM,0,5,0,0,5,0
8-noise:15,unrestricted,de,5,rebuiltMiniLM,0,5,0,0,5,0
8-noise:15,unrestricted,de,5,e5CurrentKinds,0,5,0,0,5,0
8-noise:15,unrestricted,de,5,e5,0,5,0,0,5,0
8-noise:15,unrestricted,de,5,unionCurrentMiniLM,0,10,0,5,5,0
8-noise:15,unrestricted,de,5,unionRebuiltMiniLM,0,10,0,5,5,0
8-noise:15,unrestricted,de,5,unionE5,0,10,0,5,5,0
8-noise:15,unrestricted,de,5,rrfE5,0,5,0,3,2,0
8-noise:15,unrestricted,de,12,fts,0,12,0,12,0,0
8-noise:15,unrestricted,de,12,currentMiniLM,0,12,0,0,12,0
8-noise:15,unrestricted,de,12,rebuiltMiniLM,0,12,0,0,12,0
8-noise:15,unrestricted,de,12,e5CurrentKinds,0,12,0,0,12,0
8-noise:15,unrestricted,de,12,e5,0,12,0,0,12,0
8-noise:15,unrestricted,de,12,unionCurrentMiniLM,0,24,0,12,12,0
8-noise:15,unrestricted,de,12,unionRebuiltMiniLM,0,24,0,12,12,0
8-noise:15,unrestricted,de,12,unionE5,0,24,0,12,12,0
8-noise:15,unrestricted,de,12,rrfE5,0,12,0,6,6,0
8-noise:16,P0073,de,5,fts,0,5,0,5,0,0
8-noise:16,P0073,de,5,currentMiniLM,0,5,0,0,5,0
8-noise:16,P0073,de,5,rebuiltMiniLM,0,5,0,1,4,0
8-noise:16,P0073,de,5,e5CurrentKinds,0,5,0,2,3,0
8-noise:16,P0073,de,5,e5,0,5,0,3,2,0
8-noise:16,P0073,de,5,unionCurrentMiniLM,0,10,0,5,5,0
8-noise:16,P0073,de,5,unionRebuiltMiniLM,0,10,0,6,4,0
8-noise:16,P0073,de,5,unionE5,0,10,0,8,2,0
8-noise:16,P0073,de,5,rrfE5,0,5,0,4,1,0
8-noise:16,P0073,de,12,fts,0,10,0,10,0,0
8-noise:16,P0073,de,12,currentMiniLM,0,12,0,1,11,0
8-noise:16,P0073,de,12,rebuiltMiniLM,0,12,0,1,11,0
8-noise:16,P0073,de,12,e5CurrentKinds,0,12,0,4,8,0
8-noise:16,P0073,de,12,e5,0,12,0,3,9,0
8-noise:16,P0073,de,12,unionCurrentMiniLM,0,21,0,10,11,0
8-noise:16,P0073,de,12,unionRebuiltMiniLM,0,21,0,10,11,0
8-noise:16,P0073,de,12,unionE5,0,19,0,10,9,0
8-noise:16,P0073,de,12,rrfE5,0,12,0,9,3,0
8-noise:17,P0063,de,5,fts,0,5,0,5,0,0
8-noise:17,P0063,de,5,currentMiniLM,0,5,0,2,3,0
8-noise:17,P0063,de,5,rebuiltMiniLM,0,5,0,1,4,0
8-noise:17,P0063,de,5,e5CurrentKinds,0,5,0,1,4,0
8-noise:17,P0063,de,5,e5,0,5,0,0,5,0
8-noise:17,P0063,de,5,unionCurrentMiniLM,0,8,0,5,3,0
8-noise:17,P0063,de,5,unionRebuiltMiniLM,0,9,0,5,4,0
8-noise:17,P0063,de,5,unionE5,0,10,0,5,5,0
8-noise:17,P0063,de,5,rrfE5,0,5,0,3,2,0
8-noise:17,P0063,de,12,fts,0,12,0,12,0,0
8-noise:17,P0063,de,12,currentMiniLM,0,12,0,2,10,0
8-noise:17,P0063,de,12,rebuiltMiniLM,0,12,0,2,10,0
8-noise:17,P0063,de,12,e5CurrentKinds,0,12,0,2,10,0
8-noise:17,P0063,de,12,e5,0,12,0,3,9,0
8-noise:17,P0063,de,12,unionCurrentMiniLM,0,22,0,12,10,0
8-noise:17,P0063,de,12,unionRebuiltMiniLM,0,22,0,12,10,0
8-noise:17,P0063,de,12,unionE5,0,21,0,12,9,0
8-noise:17,P0063,de,12,rrfE5,0,12,0,7,5,0
8-noise:18,P0063,en,5,fts,0,5,0,5,0,0
8-noise:18,P0063,en,5,currentMiniLM,0,5,0,0,5,0
8-noise:18,P0063,en,5,rebuiltMiniLM,0,5,0,0,5,0
8-noise:18,P0063,en,5,e5CurrentKinds,0,5,0,1,4,0
8-noise:18,P0063,en,5,e5,0,5,0,0,5,0
8-noise:18,P0063,en,5,unionCurrentMiniLM,0,10,0,5,5,0
8-noise:18,P0063,en,5,unionRebuiltMiniLM,0,10,0,5,5,0
8-noise:18,P0063,en,5,unionE5,0,10,0,5,5,0
8-noise:18,P0063,en,5,rrfE5,0,5,0,3,2,0
8-noise:18,P0063,en,12,fts,0,12,0,12,0,0
8-noise:18,P0063,en,12,currentMiniLM,0,12,0,0,12,0
8-noise:18,P0063,en,12,rebuiltMiniLM,0,12,0,0,12,0
8-noise:18,P0063,en,12,e5CurrentKinds,0,12,0,1,11,0
8-noise:18,P0063,en,12,e5,0,12,0,0,12,0
8-noise:18,P0063,en,12,unionCurrentMiniLM,0,24,0,12,12,0
8-noise:18,P0063,en,12,unionRebuiltMiniLM,0,24,0,12,12,0
8-noise:18,P0063,en,12,unionE5,0,24,0,12,12,0
8-noise:18,P0063,en,12,rrfE5,0,12,0,6,6,0
8-noise:19,P0076,de,5,fts,4,5,2,3,0,0
8-noise:19,P0076,de,5,currentMiniLM,4,5,0,0,5,0
8-noise:19,P0076,de,5,rebuiltMiniLM,4,5,1,2,2,0
8-noise:19,P0076,de,5,e5CurrentKinds,4,5,1,1,3,1
8-noise:19,P0076,de,5,e5,4,5,1,0,4,0
8-noise:19,P0076,de,5,unionCurrentMiniLM,4,10,2,3,5,0
8-noise:19,P0076,de,5,unionRebuiltMiniLM,4,8,2,4,2,0
8-noise:19,P0076,de,5,unionE5,4,9,2,3,4,0
8-noise:19,P0076,de,5,rrfE5,4,5,2,2,1,0
8-noise:19,P0076,de,12,fts,4,12,4,8,0,0
8-noise:19,P0076,de,12,currentMiniLM,4,12,1,1,10,0
8-noise:19,P0076,de,12,rebuiltMiniLM,4,12,1,3,8,0
8-noise:19,P0076,de,12,e5CurrentKinds,4,12,2,1,9,0
8-noise:19,P0076,de,12,e5,4,12,2,3,7,0
8-noise:19,P0076,de,12,unionCurrentMiniLM,4,22,4,8,10,0
8-noise:19,P0076,de,12,unionRebuiltMiniLM,4,20,4,8,8,0
8-noise:19,P0076,de,12,unionE5,4,19,4,8,7,0
8-noise:19,P0076,de,12,rrfE5,4,12,3,5,4,0
8-noise:20,unrestricted,de,5,fts,0,5,0,5,0,0
8-noise:20,unrestricted,de,5,currentMiniLM,0,5,0,1,4,0
8-noise:20,unrestricted,de,5,rebuiltMiniLM,0,5,0,1,4,0
8-noise:20,unrestricted,de,5,e5CurrentKinds,0,5,0,1,4,0
8-noise:20,unrestricted,de,5,e5,0,5,0,1,4,0
8-noise:20,unrestricted,de,5,unionCurrentMiniLM,0,9,0,5,4,0
8-noise:20,unrestricted,de,5,unionRebuiltMiniLM,0,9,0,5,4,0
8-noise:20,unrestricted,de,5,unionE5,0,9,0,5,4,0
8-noise:20,unrestricted,de,5,rrfE5,0,5,0,3,2,0
8-noise:20,unrestricted,de,12,fts,0,12,0,12,0,0
8-noise:20,unrestricted,de,12,currentMiniLM,0,12,0,1,11,0
8-noise:20,unrestricted,de,12,rebuiltMiniLM,0,12,0,1,11,0
8-noise:20,unrestricted,de,12,e5CurrentKinds,0,12,0,1,11,0
8-noise:20,unrestricted,de,12,e5,0,12,0,1,11,0
8-noise:20,unrestricted,de,12,unionCurrentMiniLM,0,23,0,12,11,0
8-noise:20,unrestricted,de,12,unionRebuiltMiniLM,0,23,0,12,11,0
8-noise:20,unrestricted,de,12,unionE5,0,23,0,12,11,0
8-noise:20,unrestricted,de,12,rrfE5,0,12,0,7,5,0
8-noise:21,P0073,de,5,fts,1,2,1,1,0,0
8-noise:21,P0073,de,5,currentMiniLM,1,5,0,0,5,0
8-noise:21,P0073,de,5,rebuiltMiniLM,1,5,0,0,5,0
8-noise:21,P0073,de,5,e5CurrentKinds,1,5,0,0,5,0
8-noise:21,P0073,de,5,e5,1,5,0,0,5,0
8-noise:21,P0073,de,5,unionCurrentMiniLM,1,7,1,1,5,0
8-noise:21,P0073,de,5,unionRebuiltMiniLM,1,7,1,1,5,0
8-noise:21,P0073,de,5,unionE5,1,7,1,1,5,0
8-noise:21,P0073,de,5,rrfE5,1,5,1,1,3,0
8-noise:21,P0073,de,12,fts,1,2,1,1,0,0
8-noise:21,P0073,de,12,currentMiniLM,1,12,0,0,12,0
8-noise:21,P0073,de,12,rebuiltMiniLM,1,12,0,0,12,0
8-noise:21,P0073,de,12,e5CurrentKinds,1,12,0,0,12,0
8-noise:21,P0073,de,12,e5,1,12,0,0,12,0
8-noise:21,P0073,de,12,unionCurrentMiniLM,1,14,1,1,12,0
8-noise:21,P0073,de,12,unionRebuiltMiniLM,1,14,1,1,12,0
8-noise:21,P0073,de,12,unionE5,1,14,1,1,12,0
8-noise:21,P0073,de,12,rrfE5,1,12,1,1,10,0
8-noise:22,P0063,de,5,fts,0,5,0,5,0,0
8-noise:22,P0063,de,5,currentMiniLM,0,5,0,1,4,0
8-noise:22,P0063,de,5,rebuiltMiniLM,0,5,0,0,5,0
8-noise:22,P0063,de,5,e5CurrentKinds,0,5,0,0,5,0
8-noise:22,P0063,de,5,e5,0,5,0,1,4,0
8-noise:22,P0063,de,5,unionCurrentMiniLM,0,9,0,5,4,0
8-noise:22,P0063,de,5,unionRebuiltMiniLM,0,10,0,5,5,0
8-noise:22,P0063,de,5,unionE5,0,10,0,6,4,0
8-noise:22,P0063,de,5,rrfE5,0,5,0,3,2,0
8-noise:22,P0063,de,12,fts,0,12,0,12,0,0
8-noise:22,P0063,de,12,currentMiniLM,0,12,0,1,11,0
8-noise:22,P0063,de,12,rebuiltMiniLM,0,12,0,1,11,0
8-noise:22,P0063,de,12,e5CurrentKinds,0,12,0,0,12,0
8-noise:22,P0063,de,12,e5,0,12,0,1,11,0
8-noise:22,P0063,de,12,unionCurrentMiniLM,0,23,0,12,11,0
8-noise:22,P0063,de,12,unionRebuiltMiniLM,0,23,0,12,11,0
8-noise:22,P0063,de,12,unionE5,0,23,0,12,11,0
8-noise:22,P0063,de,12,rrfE5,0,12,0,7,5,0
8-noise:23,P0063,en,5,fts,0,5,0,5,0,0
8-noise:23,P0063,en,5,currentMiniLM,0,5,0,0,5,0
8-noise:23,P0063,en,5,rebuiltMiniLM,0,5,0,0,5,0
8-noise:23,P0063,en,5,e5CurrentKinds,0,5,0,1,4,0
8-noise:23,P0063,en,5,e5,0,5,0,0,5,0
8-noise:23,P0063,en,5,unionCurrentMiniLM,0,10,0,5,5,0
8-noise:23,P0063,en,5,unionRebuiltMiniLM,0,10,0,5,5,0
8-noise:23,P0063,en,5,unionE5,0,10,0,5,5,0
8-noise:23,P0063,en,5,rrfE5,0,5,0,3,2,0
8-noise:23,P0063,en,12,fts,0,12,0,12,0,0
8-noise:23,P0063,en,12,currentMiniLM,0,12,0,1,11,0
8-noise:23,P0063,en,12,rebuiltMiniLM,0,12,0,0,12,0
8-noise:23,P0063,en,12,e5CurrentKinds,0,12,0,3,9,0
8-noise:23,P0063,en,12,e5,0,12,0,0,12,0
8-noise:23,P0063,en,12,unionCurrentMiniLM,0,23,0,12,11,0
8-noise:23,P0063,en,12,unionRebuiltMiniLM,0,24,0,12,12,0
8-noise:23,P0063,en,12,unionE5,0,24,0,12,12,0
8-noise:23,P0063,en,12,rrfE5,0,12,0,6,6,0
8-noise:24,P0076,de,5,fts,6,5,5,0,0,0
8-noise:24,P0076,de,5,currentMiniLM,6,5,2,1,2,0
8-noise:24,P0076,de,5,rebuiltMiniLM,6,5,2,0,3,0
8-noise:24,P0076,de,5,e5CurrentKinds,6,5,2,0,3,1
8-noise:24,P0076,de,5,e5,6,5,3,0,2,0
8-noise:24,P0076,de,5,unionCurrentMiniLM,6,8,5,1,2,0
8-noise:24,P0076,de,5,unionRebuiltMiniLM,6,8,5,0,3,0
8-noise:24,P0076,de,5,unionE5,6,7,5,0,2,0
8-noise:24,P0076,de,5,rrfE5,6,5,4,0,1,0
8-noise:24,P0076,de,12,fts,6,12,6,6,0,0
8-noise:24,P0076,de,12,currentMiniLM,6,12,3,1,8,0
8-noise:24,P0076,de,12,rebuiltMiniLM,6,12,3,1,8,0
8-noise:24,P0076,de,12,e5CurrentKinds,6,12,3,0,9,0
8-noise:24,P0076,de,12,e5,6,12,5,1,6,0
8-noise:24,P0076,de,12,unionCurrentMiniLM,6,20,6,6,8,0
8-noise:24,P0076,de,12,unionRebuiltMiniLM,6,20,6,6,8,0
8-noise:24,P0076,de,12,unionE5,6,18,6,6,6,0
8-noise:24,P0076,de,12,rrfE5,6,12,6,3,3,0
8-noise:25,P0073,de,5,fts,4,5,2,3,0,0
8-noise:25,P0073,de,5,currentMiniLM,4,5,0,0,5,0
8-noise:25,P0073,de,5,rebuiltMiniLM,4,5,0,1,4,0
8-noise:25,P0073,de,5,e5CurrentKinds,4,5,0,0,5,0
8-noise:25,P0073,de,5,e5,4,5,1,1,3,1
8-noise:25,P0073,de,5,unionCurrentMiniLM,4,10,2,3,5,0
8-noise:25,P0073,de,5,unionRebuiltMiniLM,4,10,2,4,4,0
8-noise:25,P0073,de,5,unionE5,4,10,3,4,3,1
8-noise:25,P0073,de,5,rrfE5,4,5,2,2,1,1
8-noise:25,P0073,de,12,fts,4,12,4,7,1,0
8-noise:25,P0073,de,12,currentMiniLM,4,12,0,0,12,0
8-noise:25,P0073,de,12,rebuiltMiniLM,4,12,1,1,10,0
8-noise:25,P0073,de,12,e5CurrentKinds,4,12,0,1,11,0
8-noise:25,P0073,de,12,e5,4,12,1,2,9,0
8-noise:25,P0073,de,12,unionCurrentMiniLM,4,24,4,7,13,0
8-noise:25,P0073,de,12,unionRebuiltMiniLM,4,22,4,7,11,0
8-noise:25,P0073,de,12,unionE5,4,21,4,7,10,0
8-noise:25,P0073,de,12,rrfE5,4,12,4,5,3,0
8-noise:26,P0063,de,5,fts,4,5,3,2,0,0
8-noise:26,P0063,de,5,currentMiniLM,4,5,0,0,5,0
8-noise:26,P0063,de,5,rebuiltMiniLM,4,5,0,2,3,0
8-noise:26,P0063,de,5,e5CurrentKinds,4,5,0,0,5,0
8-noise:26,P0063,de,5,e5,4,5,1,0,4,0
8-noise:26,P0063,de,5,unionCurrentMiniLM,4,10,3,2,5,0
8-noise:26,P0063,de,5,unionRebuiltMiniLM,4,9,3,3,3,0
8-noise:26,P0063,de,5,unionE5,4,9,3,2,4,0
8-noise:26,P0063,de,5,rrfE5,4,5,1,2,2,0
8-noise:26,P0063,de,12,fts,4,12,4,8,0,0
8-noise:26,P0063,de,12,currentMiniLM,4,12,0,0,12,0
8-noise:26,P0063,de,12,rebuiltMiniLM,4,12,1,3,8,0
8-noise:26,P0063,de,12,e5CurrentKinds,4,12,0,2,10,0
8-noise:26,P0063,de,12,e5,4,12,1,0,11,0
8-noise:26,P0063,de,12,unionCurrentMiniLM,4,24,4,8,12,0
8-noise:26,P0063,de,12,unionRebuiltMiniLM,4,20,4,8,8,0
8-noise:26,P0063,de,12,unionE5,4,23,4,8,11,0
8-noise:26,P0063,de,12,rrfE5,4,12,3,4,5,0
8-noise:27,P0063,en,5,fts,0,5,0,5,0,0
8-noise:27,P0063,en,5,currentMiniLM,0,5,0,0,5,0
8-noise:27,P0063,en,5,rebuiltMiniLM,0,5,0,1,4,0
8-noise:27,P0063,en,5,e5CurrentKinds,0,5,0,0,5,0
8-noise:27,P0063,en,5,e5,0,5,0,1,4,0
8-noise:27,P0063,en,5,unionCurrentMiniLM,0,10,0,5,5,0
8-noise:27,P0063,en,5,unionRebuiltMiniLM,0,10,0,6,4,0
8-noise:27,P0063,en,5,unionE5,0,10,0,6,4,0
8-noise:27,P0063,en,5,rrfE5,0,5,0,3,2,0
8-noise:27,P0063,en,12,fts,0,12,0,12,0,0
8-noise:27,P0063,en,12,currentMiniLM,0,12,0,0,12,0
8-noise:27,P0063,en,12,rebuiltMiniLM,0,12,0,1,11,0
8-noise:27,P0063,en,12,e5CurrentKinds,0,12,0,0,12,0
8-noise:27,P0063,en,12,e5,0,12,0,1,11,0
8-noise:27,P0063,en,12,unionCurrentMiniLM,0,24,0,12,12,0
8-noise:27,P0063,en,12,unionRebuiltMiniLM,0,23,0,12,11,0
8-noise:27,P0063,en,12,unionE5,0,23,0,12,11,0
8-noise:27,P0063,en,12,rrfE5,0,12,0,7,5,0
8-noise:28,P0076,de,5,fts,0,1,0,1,0,0
8-noise:28,P0076,de,5,currentMiniLM,0,5,0,0,5,0
8-noise:28,P0076,de,5,rebuiltMiniLM,0,5,0,0,5,0
8-noise:28,P0076,de,5,e5CurrentKinds,0,5,0,0,5,0
8-noise:28,P0076,de,5,e5,0,5,0,0,5,0
8-noise:28,P0076,de,5,unionCurrentMiniLM,0,6,0,1,5,0
8-noise:28,P0076,de,5,unionRebuiltMiniLM,0,6,0,1,5,0
8-noise:28,P0076,de,5,unionE5,0,6,0,1,5,0
8-noise:28,P0076,de,5,rrfE5,0,5,0,1,4,0
8-noise:28,P0076,de,12,fts,0,1,0,1,0,0
8-noise:28,P0076,de,12,currentMiniLM,0,12,0,0,12,0
8-noise:28,P0076,de,12,rebuiltMiniLM,0,12,0,0,12,0
8-noise:28,P0076,de,12,e5CurrentKinds,0,12,0,0,12,0
8-noise:28,P0076,de,12,e5,0,12,0,0,12,0
8-noise:28,P0076,de,12,unionCurrentMiniLM,0,13,0,1,12,0
8-noise:28,P0076,de,12,unionRebuiltMiniLM,0,13,0,1,12,0
8-noise:28,P0076,de,12,unionE5,0,13,0,1,12,0
8-noise:28,P0076,de,12,rrfE5,0,12,0,1,11,0
8-noise:29,P0073,de,5,fts,1,5,1,4,0,0
8-noise:29,P0073,de,5,currentMiniLM,1,5,0,1,4,0
8-noise:29,P0073,de,5,rebuiltMiniLM,1,5,0,1,4,0
8-noise:29,P0073,de,5,e5CurrentKinds,1,5,0,2,3,0
8-noise:29,P0073,de,5,e5,1,5,0,0,5,0
8-noise:29,P0073,de,5,unionCurrentMiniLM,1,10,1,5,4,0
8-noise:29,P0073,de,5,unionRebuiltMiniLM,1,10,1,5,4,0
8-noise:29,P0073,de,5,unionE5,1,10,1,4,5,0
8-noise:29,P0073,de,5,rrfE5,1,5,1,2,2,0
8-noise:29,P0073,de,12,fts,1,12,1,11,0,0
8-noise:29,P0073,de,12,currentMiniLM,1,12,0,3,9,0
8-noise:29,P0073,de,12,rebuiltMiniLM,1,12,0,3,9,0
8-noise:29,P0073,de,12,e5CurrentKinds,1,12,0,3,9,0
8-noise:29,P0073,de,12,e5,1,12,0,3,9,0
8-noise:29,P0073,de,12,unionCurrentMiniLM,1,21,1,11,9,0
8-noise:29,P0073,de,12,unionRebuiltMiniLM,1,21,1,11,9,0
8-noise:29,P0073,de,12,unionE5,1,21,1,11,9,0
8-noise:29,P0073,de,12,rrfE5,1,12,1,6,5,0
8-noise:30,P0063,de,5,fts,0,5,0,5,0,0
8-noise:30,P0063,de,5,currentMiniLM,0,5,0,0,5,0
8-noise:30,P0063,de,5,rebuiltMiniLM,0,5,0,0,5,0
8-noise:30,P0063,de,5,e5CurrentKinds,0,5,0,0,5,0
8-noise:30,P0063,de,5,e5,0,5,0,0,5,0
8-noise:30,P0063,de,5,unionCurrentMiniLM,0,10,0,5,5,0
8-noise:30,P0063,de,5,unionRebuiltMiniLM,0,10,0,5,5,0
8-noise:30,P0063,de,5,unionE5,0,10,0,5,5,0
8-noise:30,P0063,de,5,rrfE5,0,5,0,3,2,0
8-noise:30,P0063,de,12,fts,0,12,0,12,0,0
8-noise:30,P0063,de,12,currentMiniLM,0,12,0,0,12,0
8-noise:30,P0063,de,12,rebuiltMiniLM,0,12,0,1,11,0
8-noise:30,P0063,de,12,e5CurrentKinds,0,12,0,0,12,0
8-noise:30,P0063,de,12,e5,0,12,0,0,12,0
8-noise:30,P0063,de,12,unionCurrentMiniLM,0,24,0,12,12,0
8-noise:30,P0063,de,12,unionRebuiltMiniLM,0,23,0,12,11,0
8-noise:30,P0063,de,12,unionE5,0,24,0,12,12,0
8-noise:30,P0063,de,12,rrfE5,0,12,0,6,6,0
8-noise:31,P0063,en,5,fts,0,5,0,5,0,0
8-noise:31,P0063,en,5,currentMiniLM,0,5,0,1,4,0
8-noise:31,P0063,en,5,rebuiltMiniLM,0,5,0,1,4,0
8-noise:31,P0063,en,5,e5CurrentKinds,0,5,0,1,4,0
8-noise:31,P0063,en,5,e5,0,5,0,0,5,0
8-noise:31,P0063,en,5,unionCurrentMiniLM,0,9,0,5,4,0
8-noise:31,P0063,en,5,unionRebuiltMiniLM,0,9,0,5,4,0
8-noise:31,P0063,en,5,unionE5,0,10,0,5,5,0
8-noise:31,P0063,en,5,rrfE5,0,5,0,3,2,0
8-noise:31,P0063,en,12,fts,0,12,0,12,0,0
8-noise:31,P0063,en,12,currentMiniLM,0,12,0,1,11,0
8-noise:31,P0063,en,12,rebuiltMiniLM,0,12,0,1,11,0
8-noise:31,P0063,en,12,e5CurrentKinds,0,12,0,1,11,0
8-noise:31,P0063,en,12,e5,0,12,0,2,10,0
8-noise:31,P0063,en,12,unionCurrentMiniLM,0,23,0,12,11,0
8-noise:31,P0063,en,12,unionRebuiltMiniLM,0,23,0,12,11,0
8-noise:31,P0063,en,12,unionE5,0,22,0,12,10,0
8-noise:31,P0063,en,12,rrfE5,0,12,0,7,5,0
8-noise:32,P0076,de,5,fts,1,5,1,4,0,0
8-noise:32,P0076,de,5,currentMiniLM,1,5,0,5,0,0
8-noise:32,P0076,de,5,rebuiltMiniLM,1,5,0,0,5,0
8-noise:32,P0076,de,5,e5CurrentKinds,1,5,0,1,4,0
8-noise:32,P0076,de,5,e5,1,5,0,1,4,0
8-noise:32,P0076,de,5,unionCurrentMiniLM,1,8,1,7,0,0
8-noise:32,P0076,de,5,unionRebuiltMiniLM,1,10,1,4,5,0
8-noise:32,P0076,de,5,unionE5,1,9,1,4,4,0
8-noise:32,P0076,de,5,rrfE5,1,5,0,3,2,0
8-noise:32,P0076,de,12,fts,1,11,1,10,0,0
8-noise:32,P0076,de,12,currentMiniLM,1,12,1,5,6,0
8-noise:32,P0076,de,12,rebuiltMiniLM,1,12,0,2,10,0
8-noise:32,P0076,de,12,e5CurrentKinds,1,12,1,4,7,0
8-noise:32,P0076,de,12,e5,1,12,0,2,10,0
8-noise:32,P0076,de,12,unionCurrentMiniLM,1,17,1,10,6,0
8-noise:32,P0076,de,12,unionRebuiltMiniLM,1,21,1,10,10,0
8-noise:32,P0076,de,12,unionE5,1,21,1,10,10,0
8-noise:32,P0076,de,12,rrfE5,1,12,1,6,5,0
8-noise:33,P0073,de,5,fts,4,5,2,3,0,0
8-noise:33,P0073,de,5,currentMiniLM,4,5,0,0,5,0
8-noise:33,P0073,de,5,rebuiltMiniLM,4,5,0,1,4,0
8-noise:33,P0073,de,5,e5CurrentKinds,4,5,0,1,4,0
8-noise:33,P0073,de,5,e5,4,5,1,0,4,1
8-noise:33,P0073,de,5,unionCurrentMiniLM,4,10,2,3,5,0
8-noise:33,P0073,de,5,unionRebuiltMiniLM,4,9,2,3,4,0
8-noise:33,P0073,de,5,unionE5,4,10,3,3,4,1
8-noise:33,P0073,de,5,rrfE5,4,5,1,2,2,0
8-noise:33,P0073,de,12,fts,4,8,4,4,0,0
8-noise:33,P0073,de,12,currentMiniLM,4,12,1,0,11,0
8-noise:33,P0073,de,12,rebuiltMiniLM,4,12,0,1,11,0
8-noise:33,P0073,de,12,e5CurrentKinds,4,12,1,1,10,0
8-noise:33,P0073,de,12,e5,4,12,1,1,10,0
8-noise:33,P0073,de,12,unionCurrentMiniLM,4,19,4,4,11,0
8-noise:33,P0073,de,12,unionRebuiltMiniLM,4,19,4,4,11,0
8-noise:33,P0073,de,12,unionE5,4,18,4,4,10,0
8-noise:33,P0073,de,12,rrfE5,4,12,3,4,5,0
8-noise:34,P0063,de,5,fts,0,5,0,5,0,0
8-noise:34,P0063,de,5,currentMiniLM,0,5,0,0,5,0
8-noise:34,P0063,de,5,rebuiltMiniLM,0,5,0,1,4,0
8-noise:34,P0063,de,5,e5CurrentKinds,0,5,0,0,5,0
8-noise:34,P0063,de,5,e5,0,5,0,0,5,0
8-noise:34,P0063,de,5,unionCurrentMiniLM,0,10,0,5,5,0
8-noise:34,P0063,de,5,unionRebuiltMiniLM,0,9,0,5,4,0
8-noise:34,P0063,de,5,unionE5,0,10,0,5,5,0
8-noise:34,P0063,de,5,rrfE5,0,5,0,3,2,0
8-noise:34,P0063,de,12,fts,0,9,0,9,0,0
8-noise:34,P0063,de,12,currentMiniLM,0,12,0,0,12,0
8-noise:34,P0063,de,12,rebuiltMiniLM,0,12,0,1,11,0
8-noise:34,P0063,de,12,e5CurrentKinds,0,12,0,0,12,0
8-noise:34,P0063,de,12,e5,0,12,0,0,12,0
8-noise:34,P0063,de,12,unionCurrentMiniLM,0,21,0,9,12,0
8-noise:34,P0063,de,12,unionRebuiltMiniLM,0,20,0,9,11,0
8-noise:34,P0063,de,12,unionE5,0,21,0,9,12,0
8-noise:34,P0063,de,12,rrfE5,0,12,0,6,6,0
8-noise:35,P0076,de,5,fts,0,5,0,5,0,0
8-noise:35,P0076,de,5,currentMiniLM,0,5,0,1,4,0
8-noise:35,P0076,de,5,rebuiltMiniLM,0,5,0,1,4,0
8-noise:35,P0076,de,5,e5CurrentKinds,0,5,0,2,3,0
8-noise:35,P0076,de,5,e5,0,5,0,3,2,0
8-noise:35,P0076,de,5,unionCurrentMiniLM,0,10,0,6,4,0
8-noise:35,P0076,de,5,unionRebuiltMiniLM,0,10,0,6,4,0
8-noise:35,P0076,de,5,unionE5,0,9,0,7,2,0
8-noise:35,P0076,de,5,rrfE5,0,5,0,4,1,0
8-noise:35,P0076,de,12,fts,0,12,0,12,0,0
8-noise:35,P0076,de,12,currentMiniLM,0,12,0,2,10,0
8-noise:35,P0076,de,12,rebuiltMiniLM,0,12,0,3,9,0
8-noise:35,P0076,de,12,e5CurrentKinds,0,12,0,2,10,0
8-noise:35,P0076,de,12,e5,0,12,0,7,5,0
8-noise:35,P0076,de,12,unionCurrentMiniLM,0,22,0,12,10,0
8-noise:35,P0076,de,12,unionRebuiltMiniLM,0,21,0,12,9,0
8-noise:35,P0076,de,12,unionE5,0,17,0,12,5,0
8-noise:35,P0076,de,12,rrfE5,0,12,0,10,2,0
8-noise:36,P0073,de,5,fts,3,5,1,4,0,0
8-noise:36,P0073,de,5,currentMiniLM,3,5,1,0,4,1
8-noise:36,P0073,de,5,rebuiltMiniLM,3,5,0,1,4,0
8-noise:36,P0073,de,5,e5CurrentKinds,3,5,0,0,5,0
8-noise:36,P0073,de,5,e5,3,5,0,1,4,0
